destination,country,tags,description,rating,popularity,price_level
Tomb of Askia,Mali,Cultural Africa Historic Landmark World Heritage," The dramatic 17-m pyramidal structure of the Tomb of Askia was built by Askia Mohamed, the Emperor of Songhai, in 1495 in his capital Gao. It bears testimony to the power and riches of the empire that flourished in the 15th and 16th centuries through its control of the trans-Saharan trade, notably in salt and gold. It is also a fine example of the monumental mud-building traditions of the West African Sahel. The complex, including the pyramidal tomb, two flat-roofed mosque buildings, the mosque cemetery and the open-air assembly ground, was built when Gao became the capital of the Songhai Empire and after Askia Mohamed had returned from Mecca and made Islam the official religion of the empire. ",4.9,57,2
Monastery of Geghard and the Upper Azat Valley,Armenia,Cultural Europe and North America Historic Landmark World Heritage," The monastery of Geghard contains a number of churches and tombs, most of them cut into the rock, which illustrate the very peak of Armenian medieval architecture. The complex of medieval buildings is set into a landscape of great natural beauty, surrounded by towering cliffs at the entrance to the Azat Valley. ",4.6,65,1
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Senegal,Cultural Africa Historic Landmark World Heritage," The site, located in south-east Senegal, includes three geographical areas: the Bassari–Salémata area, the Bedik–Bandafassi area and the Fula–Dindéfello area, each with its specific morphological traits. The Bassari, Fula and Bedik peoples settled from the 11th to the 19th centuries and developed specific cultures and habitats symbiotic with their surrounding natural environment. The Bassari landscape is marked by terraces and rice paddies, interspersed with villages, hamlets and archaeological sites. The Bedik villages are formed by dense groups of huts with steep thatched roofs. Their inhabitants’ cultural expressions are characterized by original traits of agro-pastoral, social, ritual and spiritual practices, which represent an original response to environmental constraints and human pressures. The site is a well-preserved multicultural landscape housing original and still vibrant local cultures. ",4.6,86,2
Thimphu,Bhutan,City Trip Nature Landscape Culture History Art,"Nestled in the mountains, this city blends serene monasteries with colorful markets, offering a unique blend of tradition and tranquility.",3.7,80,5
Central Highlands of Sri Lanka,Sri Lanka,Natural Asia and the Pacific Historic Landmark World Heritage," Sri Lanka's highlands are situated in the south-central part of the island. The property comprises the Peak Wilderness Protected Area, the Horton Plains National Park and the Knuckles Conservation Forest. These montane forests, where the land rises to 2,500 metres above sea-level, are home to an extraordinary range of flora and fauna, including several endangered species such as the western-purple-faced langur, the Horton Plains slender loris and the Sri Lankan leopard. The region is considered a super biodiversity hotspot. ",4.8,87,2
Durban,South Africa,City Trip Nature Landscape Adventure Hiking Beach Sea Tropical,"A vibrant blend of golden beaches, rich Zulu culture, and fragrant Indian spices, creating an inviting atmosphere full of warmth and diversity.",3.9,63,3
Renaissance Monumental Ensembles of Úbeda and Baeza,Spain,Cultural Europe and North America Historic Landmark World Heritage," The urban morphology of the two small cities of Úbeda and Baeza in southern Spain dates back to the Moorish 9th century and to the Reconquista in the 13th century. An important development took place in the 16th century, when the cities were subject to renovation along the lines of the emerging Renaissance. This planning intervention was part of the introduction into Spain of new humanistic ideas from Italy, which went on to have a great influence on the architecture of Latin America. ",4.5,68,3
University and Historic Precinct of Alcalá de Henares,Spain,Cultural Europe and North America Historic Landmark World Heritage," Founded by Cardinal Jiménez de Cisneros in the early 16th century, Alcalá de Henares was the world's first planned university city. It was the original model for the Civitas Dei (City of God), the ideal urban community which Spanish missionaries brought to the Americas. It also served as a model for universities in Europe and elsewhere. ",5.0,52,2
"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,Cultural Europe and North America Historic Landmark World Heritage," The Ligurian coast between Cinque Terre and Portovenere is a cultural landscape of great scenic and cultural value. The layout and disposition of the small towns and the shaping of the surrounding landscape, overcoming the disadvantages of a steep, uneven terrain, encapsulate the continuous history of human settlement in this region over the past millennium. ",4.7,54,3
Paraty and Ilha Grande – Culture and Biodiversity,Brazil,Mixed Latin America and the Caribbean Historic Landmark World Heritage,"Located between the Serra da Bocaina mountain range and the Atlantic Ocean, this cultural landscape includes the historic centre of Paraty, one of Brazil's best-preserved coastal towns, as well as four protected natural areas of the Brazilian Atlantic Forest, one of the world’s five key biodiversity hotspots. Paraty is home to an impressive diversity of species, some of which are threatened, such as the jaguar (Panthera onca), the white-lipped peccary (Tayassu pecari) and several primate species, including the woolly spider monkey (Brachyteles arachnoides), which are emblematic of the site. In the late 17thcentury, Paraty was the end-point of the Caminho do Ouro (Gold Route), along which gold was shipped to Europe. Its port also served as an entry point for tools and African slaves, sent to work in the mines. A defence system was built to protect the wealth of the port and the town.  The historic centre of Paraty has retained its 18th century plan and much of its colonial architecture dating from the 18th and early 19th centuries.",4.7,66,1
Town Hall and Roland on the Marketplace of Bremen,Germany,Cultural Europe and North America Historic Landmark World Heritage," The Town Hall and the statue of Roland on the marketplace of Bremen in north-west Germany are outstanding representations of civic autonomy and sovereignty, as these developed in the Holy Roman Empire in Europe. The old town hall was built in the Gothic style in the early 15th century, after Bremen joined the Hanseatic League. The building was renovated in the so-called Weser Renaissance style in the early 17th century. A new town hall was built next to the old one in the early 20th century as part of an ensemble that survived bombardment during the Second World War. The statue stands 5.5 m tall and dates back to 1404. ",4.9,66,3
City of Bath,United Kingdom of Great Britain and Northern Ireland,Cultural Europe and North America Historic Landmark World Heritage," Founded by the Romans as a thermal spa, Bath became an important centre of the wool industry in the Middle Ages. In the 18th century, under George III, it developed into an elegant town with neoclassical Palladian buildings, which blend harmoniously with the Roman baths. ",4.6,56,2
Sapporo,Japan,City Trip Nature Landscape Culture History Art,"Snow-dusted streets, lively markets, and the aroma of fresh seafood create a vibrant yet cozy atmosphere that's both inviting and invigorating.",4.5,91,3
